Question,Question_Subscale_or_Scale_Value,Avg_Aggregate_Description_Text_Response,Avg_Self_Comparison_Text_Response,Avg_Supervisor_Comparison_Text_Response,Avg_Subordinate_Comparison_Text_Response,Avg_Peer_Comparison_Text_Response,Coaching_Response
PUNISHMENT2,Average,Relative to the general population Average PUNISHMENT2.,Relative to the self-rating Average PUNISHMENT2.,Relative to the supervisor-rating Average PUNISHMENT2.,Relative to the subordinate ratings Average PUNISHMENT2.,Relative to the peer ratings Average PUNISHMENT2.,Coaching  Average PUNISHMENT2.
PUNISHMENT2,1SD_Positive,Relative to the general population +1 SD PUNISHMENT2.,Relative to the self-rating +1 SD PUNISHMENT2.,Relative to the supervisor-rating +1 SD PUNISHMENT2.,Relative to the subordinate ratings +1 SD PUNISHMENT2.,Relative to the peer ratings +1 SD PUNISHMENT2.,Coaching   +1 SD PUNISHMENT2.
PUNISHMENT2,2SD_Positive,Relative to the general population +2 SD PUNISHMENT2.,Relative to the self-rating +2 SD PUNISHMENT2.,Relative to the supervisor-rating +2 SD PUNISHMENT2.,Relative to the subordinate ratings +2 SD PUNISHMENT2.,Relative to the peer ratings +2 SD PUNISHMENT2.,Coaching   +2 SD PUNISHMENT2.
PUNISHMENT2,3SD_Positive,Relative to the general population +3 SD PUNISHMENT2.,Relative to the self-rating +3 SD PUNISHMENT2.,Relative to the supervisor-rating +3 SD PUNISHMENT2.,Relative to the subordinate ratings +3 SD PUNISHMENT2.,Relative to the peer ratings +3 SD PUNISHMENT2.,Coaching   +3 SD PUNISHMENT2.
PUNISHMENT3,3SD_Negative,Relative to the general population -3 SD PUNISHMENT3.,Relative to the self-rating -3 SD PUNISHMENT3.,Relative to the supervisor-rating -3 SD PUNISHMENT3.,Relative to the subordinate ratings -3 SD PUNISHMENT3.,Relative to the peer ratings -3 SD PUNISHMENT3.,Coaching   -3 SD PUNISHMENT3.
PUNISHMENT3,2SD_Negative,Relative to the general population -2 SD PUNISHMENT3.,Relative to the self-rating -2 SD PUNISHMENT3.,Relative to the supervisor-rating -2 SD PUNISHMENT3.,Relative to the subordinate ratings -2 SD PUNISHMENT3.,Relative to the peer ratings -2 SD PUNISHMENT3.,Coaching   -2 SD PUNISHMENT3.
PUNISHMENT3,1SD_Negative,Relative to the general population -1 SD PUNISHMENT3.,Relative to the self-rating -1 SD PUNISHMENT3.,Relative to the supervisor-rating -1 SD PUNISHMENT3.,Relative to the subordinate ratings -1 SD PUNISHMENT3.,Relative to the peer ratings -1 SD PUNISHMENT3.,Coaching   -1 SD PUNISHMENT3.
PUNISHMENT3,Average,Relative to the general population Average PUNISHMENT3.,Relative to the self-rating Average PUNISHMENT3.,Relative to the supervisor-rating Average PUNISHMENT3.,Relative to the subordinate ratings Average PUNISHMENT3.,Relative to the peer ratings Average PUNISHMENT3.,Coaching  Average PUNISHMENT3.
PUNISHMENT3,1SD_Positive,Relative to the general population +1 SD PUNISHMENT3.,Relative to the self-rating +1 SD PUNISHMENT3.,Relative to the supervisor-rating +1 SD PUNISHMENT3.,Relative to the subordinate ratings +1 SD PUNISHMENT3.,Relative to the peer ratings +1 SD PUNISHMENT3.,Coaching   +1 SD PUNISHMENT3.
PUNISHMENT3,2SD_Positive,Relative to the general population +2 SD PUNISHMENT3.,Relative to the self-rating +2 SD PUNISHMENT3.,Relative to the supervisor-rating +2 SD PUNISHMENT3.,Relative to the subordinate ratings +2 SD PUNISHMENT3.,Relative to the peer ratings +2 SD PUNISHMENT3.,Coaching   +2 SD PUNISHMENT3.
PUNISHMENT3,3SD_Positive,Relative to the general population +3 SD PUNISHMENT3.,Relative to the self-rating +3 SD PUNISHMENT3.,Relative to the supervisor-rating +3 SD PUNISHMENT3.,Relative to the subordinate ratings +3 SD PUNISHMENT3.,Relative to the peer ratings +3 SD PUNISHMENT3.,Coaching   +3 SD PUNISHMENT3.
PUNISHMENT4,3SD_Negative,Relative to the general population -3 SD PUNISHMENT4.,Relative to the self-rating -3 SD PUNISHMENT4.,Relative to the supervisor-rating -3 SD PUNISHMENT4.,Relative to the subordinate ratings -3 SD PUNISHMENT4.,Relative to the peer ratings -3 SD PUNISHMENT4.,Coaching   -3 SD PUNISHMENT4.
PUNISHMENT4,2SD_Negative,Relative to the general population -2 SD PUNISHMENT4.,Relative to the self-rating -2 SD PUNISHMENT4.,Relative to the supervisor-rating -2 SD PUNISHMENT4.,Relative to the subordinate ratings -2 SD PUNISHMENT4.,Relative to the peer ratings -2 SD PUNISHMENT4.,Coaching   -2 SD PUNISHMENT4.
PUNISHMENT4,1SD_Negative,Relative to the general population -1 SD PUNISHMENT4.,Relative to the self-rating -1 SD PUNISHMENT4.,Relative to the supervisor-rating -1 SD PUNISHMENT4.,Relative to the subordinate ratings -1 SD PUNISHMENT4.,Relative to the peer ratings -1 SD PUNISHMENT4.,Coaching   -1 SD PUNISHMENT4.
PUNISHMENT4,Average,Relative to the general population Average PUNISHMENT4.,Relative to the self-rating Average PUNISHMENT4.,Relative to the supervisor-rating Average PUNISHMENT4.,Relative to the subordinate ratings Average PUNISHMENT4.,Relative to the peer ratings Average PUNISHMENT4.,Coaching  Average PUNISHMENT4.
PUNISHMENT4,1SD_Positive,Relative to the general population +1 SD PUNISHMENT4.,Relative to the self-rating +1 SD PUNISHMENT4.,Relative to the supervisor-rating +1 SD PUNISHMENT4.,Relative to the subordinate ratings +1 SD PUNISHMENT4.,Relative to the peer ratings +1 SD PUNISHMENT4.,Coaching   +1 SD PUNISHMENT4.
PUNISHMENT4,2SD_Positive,Relative to the general population +2 SD PUNISHMENT4.,Relative to the self-rating +2 SD PUNISHMENT4.,Relative to the supervisor-rating +2 SD PUNISHMENT4.,Relative to the subordinate ratings +2 SD PUNISHMENT4.,Relative to the peer ratings +2 SD PUNISHMENT4.,Coaching   +2 SD PUNISHMENT4.
PUNISHMENT4,3SD_Positive,Relative to the general population +3 SD PUNISHMENT4.,Relative to the self-rating +3 SD PUNISHMENT4.,Relative to the supervisor-rating +3 SD PUNISHMENT4.,Relative to the subordinate ratings +3 SD PUNISHMENT4.,Relative to the peer ratings +3 SD PUNISHMENT4.,Coaching   +3 SD PUNISHMENT4.
REWARD1,3SD_Negative,Relative to the general population -3 SD REWARD1.,Relative to the self-rating -3 SD REWARD1.,Relative to the supervisor-rating -3 SD REWARD1.,Relative to the subordinate ratings -3 SD REWARD1.,Relative to the peer ratings -3 SD REWARD1.,Coaching   -3 SD REWARD1.
REWARD1,2SD_Negative,Relative to the general population -2 SD REWARD1.,Relative to the self-rating -2 SD REWARD1.,Relative to the supervisor-rating -2 SD REWARD1.,Relative to the subordinate ratings -2 SD REWARD1.,Relative to the peer ratings -2 SD REWARD1.,Coaching   -2 SD REWARD1.
REWARD1,1SD_Negative,Relative to the general population -1 SD REWARD1.,Relative to the self-rating -1 SD REWARD1.,Relative to the supervisor-rating -1 SD REWARD1.,Relative to the subordinate ratings -1 SD REWARD1.,Relative to the peer ratings -1 SD REWARD1.,Coaching   -1 SD REWARD1.
REWARD1,Average,Relative to the general population Average REWARD1.,Relative to the self-rating Average REWARD1.,Relative to the supervisor-rating Average REWARD1.,Relative to the subordinate ratings Average REWARD1.,Relative to the peer ratings Average REWARD1.,Coaching  Average REWARD1.
REWARD1,1SD_Positive,Relative to the general population +1 SD REWARD1.,Relative to the self-rating +1 SD REWARD1.,Relative to the supervisor-rating +1 SD REWARD1.,Relative to the subordinate ratings +1 SD REWARD1.,Relative to the peer ratings +1 SD REWARD1.,Coaching   +1 SD REWARD1.
REWARD1,2SD_Positive,Relative to the general population +2 SD REWARD1.,Relative to the self-rating +2 SD REWARD1.,Relative to the supervisor-rating +2 SD REWARD1.,Relative to the subordinate ratings +2 SD REWARD1.,Relative to the peer ratings +2 SD REWARD1.,Coaching   +2 SD REWARD1.
REWARD1,3SD_Positive,Relative to the general population +3 SD REWARD1.,Relative to the self-rating +3 SD REWARD1.,Relative to the supervisor-rating +3 SD REWARD1.,Relative to the subordinate ratings +3 SD REWARD1.,Relative to the peer ratings +3 SD REWARD1.,Coaching   +3 SD REWARD1.
REWARD2,3SD_Negative,Relative to the general population -3 SD REWARD2.,Relative to the self-rating -3 SD REWARD2.,Relative to the supervisor-rating -3 SD REWARD2.,Relative to the subordinate ratings -3 SD REWARD2.,Relative to the peer ratings -3 SD REWARD2.,Coaching   -3 SD REWARD2.
REWARD2,2SD_Negative,Relative to the general population -2 SD REWARD2.,Relative to the self-rating -2 SD REWARD2.,Relative to the supervisor-rating -2 SD REWARD2.,Relative to the subordinate ratings -2 SD REWARD2.,Relative to the peer ratings -2 SD REWARD2.,Coaching   -2 SD REWARD2.
REWARD2,1SD_Negative,Relative to the general population -1 SD REWARD2.,Relative to the self-rating -1 SD REWARD2.,Relative to the supervisor-rating -1 SD REWARD2.,Relative to the subordinate ratings -1 SD REWARD2.,Relative to the peer ratings -1 SD REWARD2.,Coaching   -1 SD REWARD2.
REWARD2,Average,Relative to the general population Average REWARD2.,Relative to the self-rating Average REWARD2.,Relative to the supervisor-rating Average REWARD2.,Relative to the subordinate ratings Average REWARD2.,Relative to the peer ratings Average REWARD2.,Coaching  Average REWARD2.
REWARD2,1SD_Positive,Relative to the general population +1 SD REWARD2.,Relative to the self-rating +1 SD REWARD2.,Relative to the supervisor-rating +1 SD REWARD2.,Relative to the subordinate ratings +1 SD REWARD2.,Relative to the peer ratings +1 SD REWARD2.,Coaching   +1 SD REWARD2.
REWARD2,2SD_Positive,Relative to the general population +2 SD REWARD2.,Relative to the self-rating +2 SD REWARD2.,Relative to the supervisor-rating +2 SD REWARD2.,Relative to the subordinate ratings +2 SD REWARD2.,Relative to the peer ratings +2 SD REWARD2.,Coaching   +2 SD REWARD2.
REWARD2,3SD_Positive,Relative to the general population +3 SD REWARD2.,Relative to the self-rating +3 SD REWARD2.,Relative to the supervisor-rating +3 SD REWARD2.,Relative to the subordinate ratings +3 SD REWARD2.,Relative to the peer ratings +3 SD REWARD2.,Coaching   +3 SD REWARD2.
REWARD3,3SD_Negative,Relative to the general population -3 SD REWARD3.,Relative to the self-rating -3 SD REWARD3.,Relative to the supervisor-rating -3 SD REWARD3.,Relative to the subordinate ratings -3 SD REWARD3.,Relative to the peer ratings -3 SD REWARD3.,Coaching   -3 SD REWARD3.
REWARD3,2SD_Negative,Relative to the general population -2 SD REWARD3.,Relative to the self-rating -2 SD REWARD3.,Relative to the supervisor-rating -2 SD REWARD3.,Relative to the subordinate ratings -2 SD REWARD3.,Relative to the peer ratings -2 SD REWARD3.,Coaching   -2 SD REWARD3.
REWARD3,1SD_Negative,Relative to the general population -1 SD REWARD3.,Relative to the self-rating -1 SD REWARD3.,Relative to the supervisor-rating -1 SD REWARD3.,Relative to the subordinate ratings -1 SD REWARD3.,Relative to the peer ratings -1 SD REWARD3.,Coaching   -1 SD REWARD3.
REWARD3,Average,Relative to the general population Average REWARD3.,Relative to the self-rating Average REWARD3.,Relative to the supervisor-rating Average REWARD3.,Relative to the subordinate ratings Average REWARD3.,Relative to the peer ratings Average REWARD3.,Coaching  Average REWARD3.
REWARD3,1SD_Positive,Relative to the general population +1 SD REWARD3.,Relative to the self-rating +1 SD REWARD3.,Relative to the supervisor-rating +1 SD REWARD3.,Relative to the subordinate ratings +1 SD REWARD3.,Relative to the peer ratings +1 SD REWARD3.,Coaching   +1 SD REWARD3.
REWARD3,2SD_Positive,Relative to the general population +2 SD REWARD3.,Relative to the self-rating +2 SD REWARD3.,Relative to the supervisor-rating +2 SD REWARD3.,Relative to the subordinate ratings +2 SD REWARD3.,Relative to the peer ratings +2 SD REWARD3.,Coaching   +2 SD REWARD3.
REWARD3,3SD_Positive,Relative to the general population +3 SD REWARD3.,Relative to the self-rating +3 SD REWARD3.,Relative to the supervisor-rating +3 SD REWARD3.,Relative to the subordinate ratings +3 SD REWARD3.,Relative to the peer ratings +3 SD REWARD3.,Coaching   +3 SD REWARD3.
REWARD4,3SD_Negative,Relative to the general population -3 SD REWARD4.,Relative to the self-rating -3 SD REWARD4.,Relative to the supervisor-rating -3 SD REWARD4.,Relative to the subordinate ratings -3 SD REWARD4.,Relative to the peer ratings -3 SD REWARD4.,Coaching   -3 SD REWARD4.
REWARD4,2SD_Negative,Relative to the general population -2 SD REWARD4.,Relative to the self-rating -2 SD REWARD4.,Relative to the supervisor-rating -2 SD REWARD4.,Relative to the subordinate ratings -2 SD REWARD4.,Relative to the peer ratings -2 SD REWARD4.,Coaching   -2 SD REWARD4.
REWARD4,1SD_Negative,Relative to the general population -1 SD REWARD4.,Relative to the self-rating -1 SD REWARD4.,Relative to the supervisor-rating -1 SD REWARD4.,Relative to the subordinate ratings -1 SD REWARD4.,Relative to the peer ratings -1 SD REWARD4.,Coaching   -1 SD REWARD4.
REWARD4,Average,Relative to the general population Average REWARD4.,Relative to the self-rating Average REWARD4.,Relative to the supervisor-rating Average REWARD4.,Relative to the subordinate ratings Average REWARD4.,Relative to the peer ratings Average REWARD4.,Coaching  Average REWARD4.
REWARD4,1SD_Positive,Relative to the general population +1 SD REWARD4.,Relative to the self-rating +1 SD REWARD4.,Relative to the supervisor-rating +1 SD REWARD4.,Relative to the subordinate ratings +1 SD REWARD4.,Relative to the peer ratings +1 SD REWARD4.,Coaching   +1 SD REWARD4.
REWARD4,2SD_Positive,Relative to the general population +2 SD REWARD4.,Relative to the self-rating +2 SD REWARD4.,Relative to the supervisor-rating +2 SD REWARD4.,Relative to the subordinate ratings +2 SD REWARD4.,Relative to the peer ratings +2 SD REWARD4.,Coaching   +2 SD REWARD4.
REWARD4,3SD_Positive,Relative to the general population +3 SD REWARD4.,Relative to the self-rating +3 SD REWARD4.,Relative to the supervisor-rating +3 SD REWARD4.,Relative to the subordinate ratings +3 SD REWARD4.,Relative to the peer ratings +3 SD REWARD4.,Coaching   +3 SD REWARD4.
REWARD5,3SD_Negative,Relative to the general population -3 SD REWARD5.,Relative to the self-rating -3 SD REWARD5.,Relative to the supervisor-rating -3 SD REWARD5.,Relative to the subordinate ratings -3 SD REWARD5.,Relative to the peer ratings -3 SD REWARD5.,Coaching   -3 SD REWARD5.
REWARD5,2SD_Negative,Relative to the general population -2 SD REWARD5.,Relative to the self-rating -2 SD REWARD5.,Relative to the supervisor-rating -2 SD REWARD5.,Relative to the subordinate ratings -2 SD REWARD5.,Relative to the peer ratings -2 SD REWARD5.,Coaching   -2 SD REWARD5.
REWARD5,1SD_Negative,Relative to the general population -1 SD REWARD5.,Relative to the self-rating -1 SD REWARD5.,Relative to the supervisor-rating -1 SD REWARD5.,Relative to the subordinate ratings -1 SD REWARD5.,Relative to the peer ratings -1 SD REWARD5.,Coaching   -1 SD REWARD5.
REWARD5,Average,Relative to the general population Average REWARD5.,Relative to the self-rating Average REWARD5.,Relative to the supervisor-rating Average REWARD5.,Relative to the subordinate ratings Average REWARD5.,Relative to the peer ratings Average REWARD5.,Coaching  Average REWARD5.
REWARD5,1SD_Positive,Relative to the general population +1 SD REWARD5.,Relative to the self-rating +1 SD REWARD5.,Relative to the supervisor-rating +1 SD REWARD5.,Relative to the subordinate ratings +1 SD REWARD5.,Relative to the peer ratings +1 SD REWARD5.,Coaching   +1 SD REWARD5.
REWARD5,2SD_Positive,Relative to the general population +2 SD REWARD5.,Relative to the self-rating +2 SD REWARD5.,Relative to the supervisor-rating +2 SD REWARD5.,Relative to the subordinate ratings +2 SD REWARD5.,Relative to the peer ratings +2 SD REWARD5.,Coaching   +2 SD REWARD5.
REWARD5,3SD_Positive,Relative to the general population +3 SD REWARD5.,Relative to the self-rating +3 SD REWARD5.,Relative to the supervisor-rating +3 SD REWARD5.,Relative to the subordinate ratings +3 SD REWARD5.,Relative to the peer ratings +3 SD REWARD5.,Coaching   +3 SD REWARD5.
REWARD6,3SD_Negative,Relative to the general population -3 SD REWARD6.,Relative to the self-rating -3 SD REWARD6.,Relative to the supervisor-rating -3 SD REWARD6.,Relative to the subordinate ratings -3 SD REWARD6.,Relative to the peer ratings -3 SD REWARD6.,Coaching   -3 SD REWARD6.
REWARD6,2SD_Negative,Relative to the general population -2 SD REWARD6.,Relative to the self-rating -2 SD REWARD6.,Relative to the supervisor-rating -2 SD REWARD6.,Relative to the subordinate ratings -2 SD REWARD6.,Relative to the peer ratings -2 SD REWARD6.,Coaching   -2 SD REWARD6.
REWARD6,1SD_Negative,Relative to the general population -1 SD REWARD6.,Relative to the self-rating -1 SD REWARD6.,Relative to the supervisor-rating -1 SD REWARD6.,Relative to the subordinate ratings -1 SD REWARD6.,Relative to the peer ratings -1 SD REWARD6.,Coaching   -1 SD REWARD6.
REWARD6,Average,Relative to the general population Average REWARD6.,Relative to the self-rating Average REWARD6.,Relative to the supervisor-rating Average REWARD6.,Relative to the subordinate ratings Average REWARD6.,Relative to the peer ratings Average REWARD6.,Coaching  Average REWARD6.
REWARD6,1SD_Positive,Relative to the general population +1 SD REWARD6.,Relative to the self-rating +1 SD REWARD6.,Relative to the supervisor-rating +1 SD REWARD6.,Relative to the subordinate ratings +1 SD REWARD6.,Relative to the peer ratings +1 SD REWARD6.,Coaching   +1 SD REWARD6.
REWARD6,2SD_Positive,Relative to the general population +2 SD REWARD6.,Relative to the self-rating +2 SD REWARD6.,Relative to the supervisor-rating +2 SD REWARD6.,Relative to the subordinate ratings +2 SD REWARD6.,Relative to the peer ratings +2 SD REWARD6.,Coaching   +2 SD REWARD6.
REWARD6,3SD_Positive,Relative to the general population +3 SD REWARD6.,Relative to the self-rating +3 SD REWARD6.,Relative to the supervisor-rating +3 SD REWARD6.,Relative to the subordinate ratings +3 SD REWARD6.,Relative to the peer ratings +3 SD REWARD6.,Coaching   +3 SD REWARD6.
REWARD7,3SD_Negative,Relative to the general population -3 SD REWARD7.,Relative to the self-rating -3 SD REWARD7.,Relative to the supervisor-rating -3 SD REWARD7.,Relative to the subordinate ratings -3 SD REWARD7.,Relative to the peer ratings -3 SD REWARD7.,Coaching   -3 SD REWARD7.
REWARD7,2SD_Negative,Relative to the general population -2 SD REWARD7.,Relative to the self-rating -2 SD REWARD7.,Relative to the supervisor-rating -2 SD REWARD7.,Relative to the subordinate ratings -2 SD REWARD7.,Relative to the peer ratings -2 SD REWARD7.,Coaching   -2 SD REWARD7.
REWARD7,1SD_Negative,Relative to the general population -1 SD REWARD7.,Relative to the self-rating -1 SD REWARD7.,Relative to the supervisor-rating -1 SD REWARD7.,Relative to the subordinate ratings -1 SD REWARD7.,Relative to the peer ratings -1 SD REWARD7.,Coaching   -1 SD REWARD7.
REWARD7,Average,Relative to the general population Average REWARD7.,Relative to the self-rating Average REWARD7.,Relative to the supervisor-rating Average REWARD7.,Relative to the subordinate ratings Average REWARD7.,Relative to the peer ratings Average REWARD7.,Coaching  Average REWARD7.
REWARD7,1SD_Positive,Relative to the general population +1 SD REWARD7.,Relative to the self-rating +1 SD REWARD7.,Relative to the supervisor-rating +1 SD REWARD7.,Relative to the subordinate ratings +1 SD REWARD7.,Relative to the peer ratings +1 SD REWARD7.,Coaching   +1 SD REWARD7.
REWARD7,2SD_Positive,Relative to the general population +2 SD REWARD7.,Relative to the self-rating +2 SD REWARD7.,Relative to the supervisor-rating +2 SD REWARD7.,Relative to the subordinate ratings +2 SD REWARD7.,Relative to the peer ratings +2 SD REWARD7.,Coaching   +2 SD REWARD7.
REWARD7,3SD_Positive,Relative to the general population +3 SD REWARD7.,Relative to the self-rating +3 SD REWARD7.,Relative to the supervisor-rating +3 SD REWARD7.,Relative to the subordinate ratings +3 SD REWARD7.,Relative to the peer ratings +3 SD REWARD7.,Coaching   +3 SD REWARD7.
REWARD8,3SD_Negative,Relative to the general population -3 SD REWARD8.,Relative to the self-rating -3 SD REWARD8.,Relative to the supervisor-rating -3 SD REWARD8.,Relative to the subordinate ratings -3 SD REWARD8.,Relative to the peer ratings -3 SD REWARD8.,Coaching   -3 SD REWARD8.
REWARD8,2SD_Negative,Relative to the general population -2 SD REWARD8.,Relative to the self-rating -2 SD REWARD8.,Relative to the supervisor-rating -2 SD REWARD8.,Relative to the subordinate ratings -2 SD REWARD8.,Relative to the peer ratings -2 SD REWARD8.,Coaching   -2 SD REWARD8.
REWARD8,1SD_Negative,Relative to the general population -1 SD REWARD8.,Relative to the self-rating -1 SD REWARD8.,Relative to the supervisor-rating -1 SD REWARD8.,Relative to the subordinate ratings -1 SD REWARD8.,Relative to the peer ratings -1 SD REWARD8.,Coaching   -1 SD REWARD8.
REWARD8,Average,Relative to the general population Average REWARD8.,Relative to the self-rating Average REWARD8.,Relative to the supervisor-rating Average REWARD8.,Relative to the subordinate ratings Average REWARD8.,Relative to the peer ratings Average REWARD8.,Coaching  Average REWARD8.
REWARD8,1SD_Positive,Relative to the general population +1 SD REWARD8.,Relative to the self-rating +1 SD REWARD8.,Relative to the supervisor-rating +1 SD REWARD8.,Relative to the subordinate ratings +1 SD REWARD8.,Relative to the peer ratings +1 SD REWARD8.,Coaching   +1 SD REWARD8.
REWARD8,2SD_Positive,Relative to the general population +2 SD REWARD8.,Relative to the self-rating +2 SD REWARD8.,Relative to the supervisor-rating +2 SD REWARD8.,Relative to the subordinate ratings +2 SD REWARD8.,Relative to the peer ratings +2 SD REWARD8.,Coaching   +2 SD REWARD8.
REWARD8,3SD_Positive,Relative to the general population +3 SD REWARD8.,Relative to the self-rating +3 SD REWARD8.,Relative to the supervisor-rating +3 SD REWARD8.,Relative to the subordinate ratings +3 SD REWARD8.,Relative to the peer ratings +3 SD REWARD8.,Coaching   +3 SD REWARD8.
REWARD9,3SD_Negative,Relative to the general population -3 SD REWARD9.,Relative to the self-rating -3 SD REWARD9.,Relative to the supervisor-rating -3 SD REWARD9.,Relative to the subordinate ratings -3 SD REWARD9.,Relative to the peer ratings -3 SD REWARD9.,Coaching   -3 SD REWARD9.
REWARD9,2SD_Negative,Relative to the general population -2 SD REWARD9.,Relative to the self-rating -2 SD REWARD9.,Relative to the supervisor-rating -2 SD REWARD9.,Relative to the subordinate ratings -2 SD REWARD9.,Relative to the peer ratings -2 SD REWARD9.,Coaching   -2 SD REWARD9.
REWARD9,1SD_Negative,Relative to the general population -1 SD REWARD9.,Relative to the self-rating -1 SD REWARD9.,Relative to the supervisor-rating -1 SD REWARD9.,Relative to the subordinate ratings -1 SD REWARD9.,Relative to the peer ratings -1 SD REWARD9.,Coaching   -1 SD REWARD9.
REWARD9,Average,Relative to the general population Average REWARD9.,Relative to the self-rating Average REWARD9.,Relative to the supervisor-rating Average REWARD9.,Relative to the subordinate ratings Average REWARD9.,Relative to the peer ratings Average REWARD9.,Coaching  Average REWARD9.
REWARD9,1SD_Positive,Relative to the general population +1 SD REWARD9.,Relative to the self-rating +1 SD REWARD9.,Relative to the supervisor-rating +1 SD REWARD9.,Relative to the subordinate ratings +1 SD REWARD9.,Relative to the peer ratings +1 SD REWARD9.,Coaching   +1 SD REWARD9.
REWARD9,2SD_Positive,Relative to the general population +2 SD REWARD9.,Relative to the self-rating +2 SD REWARD9.,Relative to the supervisor-rating +2 SD REWARD9.,Relative to the subordinate ratings +2 SD REWARD9.,Relative to the peer ratings +2 SD REWARD9.,Coaching   +2 SD REWARD9.
REWARD9,3SD_Positive,Relative to the general population +3 SD REWARD9.,Relative to the self-rating +3 SD REWARD9.,Relative to the supervisor-rating +3 SD REWARD9.,Relative to the subordinate ratings +3 SD REWARD9.,Relative to the peer ratings +3 SD REWARD9.,Coaching   +3 SD REWARD9.
RULES1,3SD_Negative,Relative to the general population -3 SD RULES1.,Relative to the self-rating -3 SD RULES1.,Relative to the supervisor-rating -3 SD RULES1.,Relative to the subordinate ratings -3 SD RULES1.,Relative to the peer ratings -3 SD RULES1.,Coaching   -3 SD RULES1.
RULES1,2SD_Negative,Relative to the general population -2 SD RULES1.,Relative to the self-rating -2 SD RULES1.,Relative to the supervisor-rating -2 SD RULES1.,Relative to the subordinate ratings -2 SD RULES1.,Relative to the peer ratings -2 SD RULES1.,Coaching   -2 SD RULES1.
RULES1,1SD_Negative,Relative to the general population -1 SD RULES1.,Relative to the self-rating -1 SD RULES1.,Relative to the supervisor-rating -1 SD RULES1.,Relative to the subordinate ratings -1 SD RULES1.,Relative to the peer ratings -1 SD RULES1.,Coaching   -1 SD RULES1.
RULES1,Average,Relative to the general population Average RULES1.,Relative to the self-rating Average RULES1.,Relative to the supervisor-rating Average RULES1.,Relative to the subordinate ratings Average RULES1.,Relative to the peer ratings Average RULES1.,Coaching  Average RULES1.
RULES1,1SD_Positive,Relative to the general population +1 SD RULES1.,Relative to the self-rating +1 SD RULES1.,Relative to the supervisor-rating +1 SD RULES1.,Relative to the subordinate ratings +1 SD RULES1.,Relative to the peer ratings +1 SD RULES1.,Coaching   +1 SD RULES1.
RULES1,2SD_Positive,Relative to the general population +2 SD RULES1.,Relative to the self-rating +2 SD RULES1.,Relative to the supervisor-rating +2 SD RULES1.,Relative to the subordinate ratings +2 SD RULES1.,Relative to the peer ratings +2 SD RULES1.,Coaching   +2 SD RULES1.
RULES1,3SD_Positive,Relative to the general population +3 SD RULES1.,Relative to the self-rating +3 SD RULES1.,Relative to the supervisor-rating +3 SD RULES1.,Relative to the subordinate ratings +3 SD RULES1.,Relative to the peer ratings +3 SD RULES1.,Coaching   +3 SD RULES1.
RULES2,3SD_Negative,Relative to the general population -3 SD RULES2.,Relative to the self-rating -3 SD RULES2.,Relative to the supervisor-rating -3 SD RULES2.,Relative to the subordinate ratings -3 SD RULES2.,Relative to the peer ratings -3 SD RULES2.,Coaching   -3 SD RULES2.
RULES2,2SD_Negative,Relative to the general population -2 SD RULES2.,Relative to the self-rating -2 SD RULES2.,Relative to the supervisor-rating -2 SD RULES2.,Relative to the subordinate ratings -2 SD RULES2.,Relative to the peer ratings -2 SD RULES2.,Coaching   -2 SD RULES2.
RULES2,1SD_Negative,Relative to the general population -1 SD RULES2.,Relative to the self-rating -1 SD RULES2.,Relative to the supervisor-rating -1 SD RULES2.,Relative to the subordinate ratings -1 SD RULES2.,Relative to the peer ratings -1 SD RULES2.,Coaching   -1 SD RULES2.
RULES2,Average,Relative to the general population Average RULES2.,Relative to the self-rating Average RULES2.,Relative to the supervisor-rating Average RULES2.,Relative to the subordinate ratings Average RULES2.,Relative to the peer ratings Average RULES2.,Coaching  Average RULES2.
RULES2,1SD_Positive,Relative to the general population +1 SD RULES2.,Relative to the self-rating +1 SD RULES2.,Relative to the supervisor-rating +1 SD RULES2.,Relative to the subordinate ratings +1 SD RULES2.,Relative to the peer ratings +1 SD RULES2.,Coaching   +1 SD RULES2.
RULES2,2SD_Positive,Relative to the general population +2 SD RULES2.,Relative to the self-rating +2 SD RULES2.,Relative to the supervisor-rating +2 SD RULES2.,Relative to the subordinate ratings +2 SD RULES2.,Relative to the peer ratings +2 SD RULES2.,Coaching   +2 SD RULES2.
RULES2,3SD_Positive,Relative to the general population +3 SD RULES2.,Relative to the self-rating +3 SD RULES2.,Relative to the supervisor-rating +3 SD RULES2.,Relative to the subordinate ratings +3 SD RULES2.,Relative to the peer ratings +3 SD RULES2.,Coaching   +3 SD RULES2.
RULES3,3SD_Negative,Relative to the general population -3 SD RULES3.,Relative to the self-rating -3 SD RULES3.,Relative to the supervisor-rating -3 SD RULES3.,Relative to the subordinate ratings -3 SD RULES3.,Relative to the peer ratings -3 SD RULES3.,Coaching   -3 SD RULES3.
RULES3,2SD_Negative,Relative to the general population -2 SD RULES3.,Relative to the self-rating -2 SD RULES3.,Relative to the supervisor-rating -2 SD RULES3.,Relative to the subordinate ratings -2 SD RULES3.,Relative to the peer ratings -2 SD RULES3.,Coaching   -2 SD RULES3.
